# August 2018 Update
# Using f-values (oscillator strengths) and Gamma-values from Evelyne Roueff  
#
# Table B1: Complete version of Table 1 from "Keck telescope
# constraint on cosmological variation of the proton-to-electron mass
# ratio" by Malec A.L., Buning R., Murphy M.T, Milutinovic N., Ellison
# S.L., Prochaska J.X., Kaper L., Tumlinson J., Carswell R.F., Ubachs
# W., Mon. Not. R. Soc. Astron., accepted (Dec. 2009).
#
# Catalogue of the most accurate and precise laboratory parameters for
# fitting molecular hydrogen (H_2) absorptions lines. Represented are
# all allowed Lyman and Werner H_2 transitions between the lowest 8
# rotational levels in the ground and excited states with excited
# state vibrational quantum numbers up to 20 and 6 for Lyman and
# Werner transitions, respectively. The first column provides a
# short-hand notation for the transition: letters denote a Lyman (L)
# or Werner (W) line and the branch, where P, Q and R represent J' - J
# = -1, 0 and 1, respectively, for J and J' the ground state and
# excited state J-levels, respectively; the first integer is the
# excited state vibrational quantum number and the second is J. The
# second column gives the most precise reported laboratory wavelength
# and its 1-sigma uncertainty is given in the third column (both are
# in Angstroms); the fourth column provides the reference:
#
# 1 = Bailly, Salumbides, Vervloet, Ubachs (2009, Mol. Phys.,
# accepted),
#
# 2 = Ubachs, Buning, Eikema, Reinhold (2007, J. Molecular Spectrosc.,
# 241, 155) (a suffix ``a'' refers to directly measured wavelengths
# while ``b'' refers to wavelengths calculated from directly measured
# lines via combination differences) and
#
# 3 = Abgrall, Roueff, Launay, Roncin, Subtil (1993, J. Molecular
# Spectrosc., 157, 512) for the excited state energy levels with
# ground states derived directly from Jennings, Bragg, Brault (1984,
# ApJ, 282, L85).
#
# Note that wavelengths with reference 3 are much less precise than
# those from references 1 and 2. The fifth column gives the oscillator
# strengths which were calculated from the Einstein A coefficients
# given by Abgrall, Roueff, Launay, Roncin (1994, Canadian J. Phys.,
# 72, 856). The sixth column gives the (natural) damping coefficients
# in seconds^{-1} which were calculated from the total transition
# probabilities (A_t) in Abgrall, Roueff, Drira (2000,
# Astron. Astrophys. Suppl., 141, 297). The final column gives the
# sensitivity coefficients calculated in Ubachs, Buning, Eikema,
# Reinhold (2007, J. Molecular Spectrosc., 241, 155) which have
# estimated uncertainties of typically <5x10^{-4} (see main text).
#
# Trans  lambda_lab  sig_lambda  Ref  f    Gamma   K
L10R6	998.428330	0.001000	3	1.788e-02	1.044e+09	 0.02399851
L11P1	973.344571	0.000006	1	5.899e-03	1.025e+09	 0.04289516
L11P2	975.345771	0.000008	1	6.644e-03	1.025e+09	 0.04092386
L11P3	978.218030	0.000003	1	6.735e-03	1.023e+09	 0.03809495
L11P4	981.948441	0.000003	1	6.708e-03	1.020e+09	 0.03444786
L11P5	986.520717	0.000004	1	6.715e-03	1.016e+09	 0.03003235
L11P6	991.915746	0.000017	1	6.831e-03	1.012e+09	 0.02490619
L11P7	998.111832	0.000073	2b	7.129e-03	1.006e+09	 0.01913197
L11R0	971.986230	0.000008	1	2.004e-02	1.025e+09	 0.04416825
L11R1	972.632731	0.000003	1	1.405e-02	1.023e+09	 0.04345479
L11R2	974.157875	0.000002	1	1.315e-02	1.020e+09	 0.04185365
L11R3	976.552811	0.000004	1	1.290e-02	1.016e+09	 0.03939034
L11R4	979.805090	0.000020	1	1.278e-02	1.012e+09	 0.03610218
L11R5	983.898956	0.000068	2a	1.262e-02	1.006e+09	 0.03203650
L11R6	988.813510	0.000980	3	1.221e-02	1.001e+09	 0.02724831
L12P1	964.310524	0.000006	1	5.028e-03	9.817e+08	 0.04544644
L12P2	966.275434	0.000009	1	6.496e-03	9.815e+08	 0.04340505
L12P3	969.089768	0.000004	1	8.160e-03	9.826e+08	 0.04022253
L12P4	972.690640	0.000030	1	1.356e-02	1.002e+09	 0.03305977
L12P5	977.463601	0.000005	1	3.640e-04	9.943e+08	 0.02751866
L12P6	982.726751	0.000011	1	2.574e-03	9.716e+08	 0.02634450
L12P7	988.838329	0.000091	2b	3.580e-03	9.640e+08	 0.02121293
L12R0	962.977981	0.000008	1	1.316e-02	9.815e+08	 0.04661091
L12R1	963.607928	0.000003	1	7.074e-03	9.826e+08	 0.04552063
L12R2	965.045710	0.000030	1	1.583e-03	1.002e+09	 0.04040726
L12R3	967.676976	0.000005	1	2.276e-02	9.943e+08	 0.03681687
L12R4	970.838045	0.000010	1	1.604e-02	9.716e+08	 0.03742072
L12R5	974.886485	0.000086	2a	1.423e-02	9.640e+08	 0.03396998
L12R6	979.761320	0.000960	3	1.352e-02	9.575e+08	 0.02940565
